frame_index,time_seconds,num_hands,left_wrist_x,left_wrist_y,left_pinch_m,right_wrist_x,right_wrist_y,right_pinch_m
283,4.718573,2,0.214794,0.937357,0.076684,0.824696,0.760635,0.058397
284,4.735247,2,0.213936,0.936442,0.078018,0.825677,0.756929,0.058215
285,4.751920,2,0.213250,0.934039,0.078940,0.823258,0.753070,0.055031
286,4.768594,2,0.213083,0.932411,0.079911,0.823528,0.749567,0.054895
287,4.785267,2,0.212941,0.931664,0.078687,0.824377,0.747846,0.057868
288,4.801940,2,0.212261,0.928893,0.080612,0.822916,0.744687,0.054883
289,4.818614,2,0.211410,0.927081,0.082652,0.822085,0.743319,0.054112
290,4.835287,2,0.210591,0.925489,0.083162,0.822576,0.742265,0.053281
291,4.851961,2,0.211792,0.924717,0.081196,0.823051,0.740456,0.053001
292,4.868634,2,0.212216,0.923239,0.082564,0.823658,0.739083,0.052800
293,4.885307,2,0.211750,0.923455,0.081245,0.822681,0.734091,0.053356
294,4.901981,2,0.212052,0.923027,0.081249,0.825425,0.732954,0.053336
295,4.918654,2,0.212489,0.922632,0.081391,0.824612,0.731146,0.051359
296,4.935328,2,0.213491,0.921353,0.081005,0.823222,0.725565,0.053774
297,4.952001,2,0.213294,0.921438,0.080322,0.822498,0.723248,0.058962
298,4.968674,2,0.213708,0.919055,0.083274,0.822577,0.720132,0.056681
299,4.985348,2,0.212776,0.921613,0.081713,0.822409,0.718298,0.056346
300,5.002021,2,0.213790,0.920355,0.081363,0.822206,0.714134,0.057154
301,5.018695,2,0.214112,0.920603,0.080026,0.825454,0.711142,0.059273
302,5.035368,2,0.214790,0.918185,0.079773,0.828472,0.709370,0.058899
303,5.052041,2,0.214608,0.918382,0.078584,0.832911,0.708728,0.061216
304,5.068715,2,0.215283,0.917534,0.078199,0.836316,0.708565,0.064179
305,5.085388,2,0.215128,0.916933,0.079152,0.838276,0.708966,0.066193
306,5.102062,2,0.215544,0.916101,0.079031,0.838554,0.705054,0.069276
307,5.118735,2,0.213819,0.912990,0.080888,0.837941,0.702528,0.066311
308,5.135408,2,0.213670,0.913504,0.080879,0.837540,0.699007,0.067618
309,5.152082,2,0.214508,0.913839,0.079374,0.838465,0.696230,0.069492
310,5.168755,2,0.214391,0.913156,0.079261,0.836614,0.695689,0.070051
311,5.185429,2,0.214469,0.912291,0.077870,0.835398,0.696246,0.068735
312,5.202102,2,0.214302,0.909230,0.080870,0.833971,0.690969,0.068750
313,5.218775,2,0.211996,0.908063,0.085099,0.832526,0.686342,0.072292
314,5.235449,2,0.213249,0.910697,0.081320,0.832093,0.682496,0.073077
315,5.252122,2,0.213680,0.907099,0.083706,0.830897,0.679173,0.075978
316,5.268796,2,0.213884,0.905816,0.084803,0.831221,0.677433,0.074698
317,5.285469,2,0.213543,0.906219,0.083728,0.830414,0.674215,0.073537
318,5.302142,2,0.215349,0.904901,0.083884,0.830543,0.671309,0.072696
319,5.318816,2,0.215655,0.903994,0.082730,0.830226,0.669846,0.070389
320,5.335489,2,0.216170,0.905934,0.079626,0.831400,0.666300,0.068560
321,5.352163,2,0.217083,0.903774,0.083603,0.831009,0.665249,0.072148
322,5.368836,2,0.218078,0.905162,0.082939,0.831759,0.662708,0.071395
323,5.385510,2,0.219065,0.906376,0.081565,0.831488,0.661136,0.074356
324,5.402183,2,0.219687,0.905462,0.082115,0.833635,0.659156,0.075047
325,5.418856,2,0.221607,0.908298,0.080430,0.835058,0.656403,0.074613
326,5.435530,2,0.221918,0.907386,0.081543,0.836583,0.654513,0.075220
327,5.452203,2,0.223624,0.910818,0.076154,0.837790,0.648777,0.074706
328,5.468877,2,0.223204,0.910488,0.081633,0.838906,0.647493,0.075581
329,5.485550,2,0.224775,0.911872,0.079086,0.839924,0.643734,0.073923
330,5.502223,2,0.225628,0.912995,0.078951,0.840615,0.640444,0.073267
331,5.518897,2,0.225783,0.914428,0.079908,0.841527,0.637400,0.072947
332,5.535570,2,0.226878,0.912071,0.080136,0.841405,0.633036,0.070689
333,5.552244,2,0.226986,0.914308,0.077867,0.842818,0.630872,0.069404
334,5.568917,2,0.228049,0.913697,0.078522,0.843591,0.626424,0.067246
335,5.585590,2,0.228365,0.912431,0.077656,0.846214,0.625699,0.064472
336,5.602264,2,0.229490,0.912881,0.075956,0.846869,0.621932,0.065414
337,5.618937,2,0.228188,0.908397,0.077817,0.846562,0.617629,0.066912
338,5.635611,2,0.228427,0.908544,0.076317,0.846401,0.614005,0.064726
339,5.652284,2,0.227539,0.906308,0.077726,0.845621,0.610084,0.064213
340,5.668957,2,0.227288,0.903110,0.079898,0.845161,0.607835,0.063782
341,5.685631,2,0.226904,0.902772,0.078862,0.843795,0.604709,0.064282
342,5.702304,2,0.226421,0.900833,0.079352,0.842995,0.601894,0.065436
343,5.718978,2,0.225705,0.899329,0.077430,0.841349,0.598924,0.065071
344,5.735651,2,0.225574,0.896890,0.080337,0.840596,0.596328,0.063055
345,5.752324,2,0.225373,0.895516,0.082281,0.840012,0.592691,0.062788
